descripcion_candidatura,sum cant_votos,CIRCUITO,COMUNA
Confluencia - Por la Igualdad y la SoberanÃ­a,28,00159,15
Confluencia - Por la Igualdad y la SoberanÃ­a,64,00160,15
Confluencia - Por la Igualdad y la SoberanÃ­a,64,00161,15
Confluencia - Por la Igualdad y la SoberanÃ­a,37,00162,15
Confluencia - Por la Igualdad y la SoberanÃ­a,46,00163,15
Confluencia - Por la Igualdad y la SoberanÃ­a,57,00164,15
Confluencia - Por la Igualdad y la SoberanÃ­a,61,00165,15
Confluencia - Por la Igualdad y la SoberanÃ­a,74,00166,15
Confluencia - Por la Igualdad y la SoberanÃ­a,21,00167,15
Confluencia - Por la Igualdad y la Soberanía,4,00031,3
Confluencia - Por la Igualdad y la Soberanía,30,00075,7
Confluencia - Por la Igualdad y la Soberanía,34,00076,7
Confluencia - Por la Igualdad y la Soberanía,20,00077,7
Confluencia - Por la Igualdad y la Soberanía,23,00078,7
Confluencia - Por la Igualdad y la Soberanía,24,00079,7
Confluencia - Por la Igualdad y la Soberanía,24,00080,7
Confluencia - Por la Igualdad y la Soberanía,16,00081,7
Confluencia - Por la Igualdad y la Soberanía,29,00082,7
Confluencia - Por la Igualdad y la Soberanía,34,00083,7
Confluencia - Por la Igualdad y la Soberanía,28,00084,7
Confluencia - Por la Igualdad y la Soberanía,13,00085,7
Confluencia - Por la Igualdad y la Soberanía,56,00086,7
Confluencia - Por la Igualdad y la Soberanía,119,00087,8
Confluencia - Por la Igualdad y la Soberanía,24,00088,8
Confluencia - Por la Igualdad y la Soberanía,86,00089,8
Confluencia - Por la Igualdad y la Soberanía,106,00090,8
Confluencia - Por la Igualdad y la Soberanía,29,00091,9
Confluencia - Por la Igualdad y la Soberanía,29,00092,9
Confluencia - Por la Igualdad y la Soberanía,15,00093,9
Confluencia - Por la Igualdad y la Soberanía,26,00094,9
Confluencia - Por la Igualdad y la Soberanía,37,00095,9
Confluencia - Por la Igualdad y la Soberanía,13,00096,9
Confluencia - Por la Igualdad y la Soberanía,16,00097,9
Confluencia - Por la Igualdad y la Soberanía,15,00098,9
Confluencia - Por la Igualdad y la Soberanía,12,00099,9
Confluencia - Por la Igualdad y la Soberanía,24,00100,9
Confluencia - Por la Igualdad y la Soberanía,28,00101,9
Confluencia - Por la Igualdad y la Soberanía,16,00102,10
Confluencia - Por la Igualdad y la Soberanía,34,00103,10
Confluencia - Por la Igualdad y la Soberanía,30,00104,10
Confluencia - Por la Igualdad y la Soberanía,28,00105,10
Confluencia - Por la Igualdad y la Soberanía,11,00106,10
Confluencia - Por la Igualdad y la Soberanía,28,00107,10
Confluencia - Por la Igualdad y la Soberanía,21,00108,10
Confluencia - Por la Igualdad y la Soberanía,40,00109,10
Confluencia - Por la Igualdad y la Soberanía,16,00110,10
Confluencia - Por la Igualdad y la Soberanía,23,00111,10
Confluencia - Por la Igualdad y la Soberanía,15,00112,10
Confluencia - Por la Igualdad y la Soberanía,29,00113,11
Confluencia - Por la Igualdad y la Soberanía,41,00114,11
Confluencia - Por la Igualdad y la Soberanía,27,00115,11
Confluencia - Por la Igualdad y la Soberanía,39,00116,11
Confluencia - Por la Igualdad y la Soberanía,46,00117,11
Confluencia - Por la Igualdad y la Soberanía,30,00118,11
Confluencia - Por la Igualdad y la Soberanía,36,00119,11
Confluencia - Por la Igualdad y la Soberanía,40,00120,11
Confluencia - Por la Igualdad y la Soberanía,27,00121,11
Confluencia - Por la Igualdad y la Soberanía,33,00122,11
Confluencia - Por la Igualdad y la Soberanía,22,00123,11
Confluencia - Por la Igualdad y la Soberanía,36,00124,12
Confluencia - Por la Igualdad y la Soberanía,52,00125,12
Confluencia - Por la Igualdad y la Soberanía,34,00126,12
Confluencia - Por la Igualdad y la Soberanía,42,00127,12
Confluencia - Por la Igualdad y la Soberanía,37,00128,12
Confluencia - Por la Igualdad y la Soberanía,52,00129,12
Confluencia - Por la Igualdad y la Soberanía,50,00130,12
Confluencia - Por la Igualdad y la Soberanía,14,00131,12
Confluencia - Por la Igualdad y la Soberanía,54,00132,12
Confluencia - Por la Igualdad y la Soberanía,41,00133,12
El Movimiento,9,00001,1
El Movimiento,13,00002,1
El Movimiento,3,00003,1
El Movimiento,1,00004,1
El Movimiento,46,00005,1
El Movimiento,4,00006,1
El Movimiento,3,00007,1
El Movimiento,10,00008,1
El Movimiento,8,00009,1
El Movimiento,14,00010,1
El Movimiento,7,00011,1
El Movimiento,11,00012,1
El Movimiento,19,00013,1
El Movimiento,4,00014,1
El Movimiento,11,00015,1
El Movimiento,17,00016,1
El Movimiento,15,00017,1
El Movimiento,16,00018,1
El Movimiento,16,00019,1
El Movimiento,6,00020,2
El Movimiento,6,00021,2
El Movimiento,10,00022,2
El Movimiento,7,00023,2
El Movimiento,10,00024,2
El Movimiento,11,00025,2
El Movimiento,7,00026,2
El Movimiento,10,00027,2
El Movimiento,17,00028,2
El Movimiento,9,00029,2
El Movimiento,17,00030,3
El Movimiento,16,00031,3
El Movimiento,18,00032,3
El Movimiento,9,00033,3
El Movimiento,25,00034,3
El Movimiento,13,00035,3
El Movimiento,14,00036,3
El Movimiento,15,00037,3
El Movimiento,20,00038,3
El Movimiento,8,00039,3
El Movimiento,11,00040,3
El Movimiento,30,00041,3
El Movimiento,18,00042,3
El Movimiento,23,00043,4
El Movimiento,17,00044,4
El Movimiento,13,00045,4
El Movimiento,12,00046,4
El Movimiento,48,00047,4
El Movimiento,24,00048,4
El Movimiento,27,00049,4
El Movimiento,18,00050,4
El Movimiento,16,00051,4
El Movimiento,29,00052,4
El Movimiento,28,00053,4
El Movimiento,29,00054,4
El Movimiento,17,00055,4
El Movimiento,18,00056,4
El Movimiento,34,00057,4
El Movimiento,21,00058,5
El Movimiento,24,00059,5
El Movimiento,8,00060,5
El Movimiento,19,00061,5
El Movimiento,19,00062,5
El Movimiento,28,00063,5
El Movimiento,34,00064,5
El Movimiento,19,00065,5
El Movimiento,16,00066,5
El Movimiento,37,00067,5
El Movimiento,15,00068,6
El Movimiento,23,00069,6
El Movimiento,28,00070,6
El Movimiento,30,00071,6
El Movimiento,27,00072,6
El Movimiento,16,00073,6
El Movimiento,24,00074,6
El Movimiento,24,00075,7
El Movimiento,8,00076,7
El Movimiento,23,00077,7
El Movimiento,8,00078,7
El Movimiento,18,00079,7
El Movimiento,14,00080,7
El Movimiento,3,00081,7
El Movimiento,14,00082,7
El Movimiento,15,00083,7
El Movimiento,19,00084,7
El Movimiento,4,00085,7
El Movimiento,72,00086,7
El Movimiento,96,00087,8
El Movimiento,33,00088,8
El Movimiento,94,00089,8
El Movimiento,104,00090,8
El Movimiento,37,00091,9
El Movimiento,22,00092,9
El Movimiento,9,00093,9
El Movimiento,13,00094,9
El Movimiento,27,00095,9
El Movimiento,35,00096,9
El Movimiento,14,00097,9
El Movimiento,34,00098,9
El Movimiento,15,00099,9
El Movimiento,17,00100,9
El Movimiento,25,00101,9
El Movimiento,10,00102,10
El Movimiento,23,00103,10
El Movimiento,16,00104,10
El Movimiento,27,00105,10
El Movimiento,14,00106,10
El Movimiento,25,00107,10
El Movimiento,16,00108,10
El Movimiento,22,00109,10
El Movimiento,14,00110,10
El Movimiento,17,00111,10
El Movimiento,10,00112,10
El Movimiento,27,00113,11
El Movimiento,20,00114,11
El Movimiento,9,00115,11
El Movimiento,33,00116,11
El Movimiento,26,00117,11
El Movimiento,13,00118,11
El Movimiento,23,00119,11
El Movimiento,20,00120,11
El Movimiento,16,00121,11
El Movimiento,11,00122,11
El Movimiento,17,00123,11
El Movimiento,24,00124,12
El Movimiento,22,00125,12
El Movimiento,20,00126,12
El Movimiento,21,00127,12
El Movimiento,21,00128,12
El Movimiento,26,00129,12
El Movimiento,18,00130,12
El Movimiento,8,00131,12
El Movimiento,32,00132,12
El Movimiento,21,00133,12
El Movimiento,4,00134,13
El Movimiento,11,00135,13
El Movimiento,21,00136,13
El Movimiento,17,00137,13
El Movimiento,18,00138,13
El Movimiento,6,00139,13
El Movimiento,7,00140,13
El Movimiento,7,00141,13
El Movimiento,6,00142,13
El Movimiento,18,00143,13
El Movimiento,3,00144,13
El Movimiento,12,00145,13
El Movimiento,16,00146,13
El Movimiento,24,00147,13
El Movimiento,14,00148,14
El Movimiento,15,00149,14
El Movimiento,1,00150,14
El Movimiento,14,00151,14
El Movimiento,7,00152,14
El Movimiento,16,00153,14
El Movimiento,22,00154,14
El Movimiento,20,00155,14
El Movimiento,8,00156,14
El Movimiento,13,00157,14
El Movimiento,15,00158,15
El Movimiento,16,00159,15
El Movimiento,26,00160,15
El Movimiento,35,00161,15
El Movimiento,30,00162,15
El Movimiento,30,00163,15
El Movimiento,11,00164,15
El Movimiento,25,00165,15
El Movimiento,27,00166,15
El Movimiento,5,00167,15
Es Ahora Buenos Aires,2195,00001,1
Es Ahora Buenos Aires,1992,00002,1
Es Ahora Buenos Aires,219,00003,1
Es Ahora Buenos Aires,149,00004,1
Es Ahora Buenos Aires,2477,00005,1
Es Ahora Buenos Aires,780,00006,1
Es Ahora Buenos Aires,698,00007,1
Es Ahora Buenos Aires,876,00008,1
Es Ahora Buenos Aires,1262,00009,1
Es Ahora Buenos Aires,1440,00010,1
Es Ahora Buenos Aires,1916,00011,1
Es Ahora Buenos Aires,1795,00012,1
Es Ahora Buenos Aires,2194,00013,1
Es Ahora Buenos Aires,741,00014,1
Es Ahora Buenos Aires,1519,00015,1
Es Ahora Buenos Aires,1486,00016,1
Es Ahora Buenos Aires,2103,00017,1
Es Ahora Buenos Aires,1289,00018,1
Es Ahora Buenos Aires,2016,00019,1
Es Ahora Buenos Aires,639,00020,2
Es Ahora Buenos Aires,688,00021,2
Es Ahora Buenos Aires,1720,00022,2
Es Ahora Buenos Aires,2165,00023,2
Es Ahora Buenos Aires,1168,00024,2
Es Ahora Buenos Aires,944,00025,2
Es Ahora Buenos Aires,1190,00026,2
Es Ahora Buenos Aires,1409,00027,2
Es Ahora Buenos Aires,2484,00028,2
Es Ahora Buenos Aires,1709,00029,2
Es Ahora Buenos Aires,1551,00030,3
Es Ahora Buenos Aires,1764,00031,3
Es Ahora Buenos Aires,1768,00032,3
Es Ahora Buenos Aires,1192,00033,3
Es Ahora Buenos Aires,2320,00034,3
Es Ahora Buenos Aires,1975,00035,3
Es Ahora Buenos Aires,1776,00036,3
Es Ahora Buenos Aires,1698,00037,3
Es Ahora Buenos Aires,2307,00038,3
Es Ahora Buenos Aires,2364,00039,3
Es Ahora Buenos Aires,2031,00040,3
Es Ahora Buenos Aires,3810,00041,3
Es Ahora Buenos Aires,3041,00042,3
Es Ahora Buenos Aires,2535,00043,4
Es Ahora Buenos Aires,2005,00044,4
Es Ahora Buenos Aires,1481,00045,4
Es Ahora Buenos Aires,1323,00046,4
Es Ahora Buenos Aires,4503,00047,4
Es Ahora Buenos Aires,2399,00048,4
Es Ahora Buenos Aires,2300,00049,4
Es Ahora Buenos Aires,2424,00050,4
Es Ahora Buenos Aires,1731,00051,4
Es Ahora Buenos Aires,2159,00052,4
Es Ahora Buenos Aires,2512,00053,4
Es Ahora Buenos Aires,3026,00054,4
Es Ahora Buenos Aires,2007,00055,4
Es Ahora Buenos Aires,1928,00056,4
Es Ahora Buenos Aires,3799,00057,4
Es Ahora Buenos Aires,3291,00058,5
Es Ahora Buenos Aires,2998,00059,5
Es Ahora Buenos Aires,3615,00060,5
Es Ahora Buenos Aires,3087,00061,5
Es Ahora Buenos Aires,2235,00062,5
Es Ahora Buenos Aires,3900,00063,5
Es Ahora Buenos Aires,4215,00064,5
Es Ahora Buenos Aires,2101,00065,5
Es Ahora Buenos Aires,2663,00066,5
Es Ahora Buenos Aires,4131,00067,5
Es Ahora Buenos Aires,4246,00068,6
Es Ahora Buenos Aires,4881,00069,6
Es Ahora Buenos Aires,5316,00070,6
Es Ahora Buenos Aires,5411,00071,6
Es Ahora Buenos Aires,2857,00072,6
Es Ahora Buenos Aires,3728,00073,6
Es Ahora Buenos Aires,3951,00074,6
Es Ahora Buenos Aires,2171,00075,7
Es Ahora Buenos Aires,3393,00076,7
Es Ahora Buenos Aires,3050,00077,7
Es Ahora Buenos Aires,2304,00078,7
Es Ahora Buenos Aires,2104,00079,7
Es Ahora Buenos Aires,2596,00080,7
Es Ahora Buenos Aires,1435,00081,7
Es Ahora Buenos Aires,2394,00082,7
Es Ahora Buenos Aires,3188,00083,7
Es Ahora Buenos Aires,2315,00084,7
Es Ahora Buenos Aires,1488,00085,7
Es Ahora Buenos Aires,6825,00086,7
Es Ahora Buenos Aires,8138,00087,8
Es Ahora Buenos Aires,2880,00088,8
Es Ahora Buenos Aires,10806,00089,8
Es Ahora Buenos Aires,10255,00090,8
Es Ahora Buenos Aires,2371,00091,9
Es Ahora Buenos Aires,2734,00092,9
Es Ahora Buenos Aires,1894,00093,9
Es Ahora Buenos Aires,2426,00094,9
Es Ahora Buenos Aires,3548,00095,9
Es Ahora Buenos Aires,2582,00096,9
Es Ahora Buenos Aires,2605,00097,9
Es Ahora Buenos Aires,4085,00098,9
Es Ahora Buenos Aires,2043,00099,9
Es Ahora Buenos Aires,2628,00100,9
Es Ahora Buenos Aires,3017,00101,9
Es Ahora Buenos Aires,2341,00102,10
Es Ahora Buenos Aires,2156,00103,10
Es Ahora Buenos Aires,2517,00104,10
Es Ahora Buenos Aires,3601,00105,10
Es Ahora Buenos Aires,2187,00106,10
Es Ahora Buenos Aires,3850,00107,10
Es Ahora Buenos Aires,2475,00108,10
Es Ahora Buenos Aires,3832,00109,10
Es Ahora Buenos Aires,2225,00110,10
Es Ahora Buenos Aires,2125,00111,10
Es Ahora Buenos Aires,1621,00112,10
Es Ahora Buenos Aires,2541,00113,11
Es Ahora Buenos Aires,3452,00114,11
Es Ahora Buenos Aires,2675,00115,11
Es Ahora Buenos Aires,3818,00116,11
Es Ahora Buenos Aires,3658,00117,11
Es Ahora Buenos Aires,2637,00118,11
Es Ahora Buenos Aires,3367,00119,11
Es Ahora Buenos Aires,3082,00120,11
Es Ahora Buenos Aires,2516,00121,11
Es Ahora Buenos Aires,1747,00122,11
Es Ahora Buenos Aires,2432,00123,11
Es Ahora Buenos Aires,3444,00124,12
Es Ahora Buenos Aires,4161,00125,12
Es Ahora Buenos Aires,3386,00126,12
Es Ahora Buenos Aires,3726,00127,12
Es Ahora Buenos Aires,3707,00128,12
Es Ahora Buenos Aires,4445,00129,12
Es Ahora Buenos Aires,3207,00130,12
Es Ahora Buenos Aires,1058,00131,12
Es Ahora Buenos Aires,3616,00132,12
Es Ahora Buenos Aires,3512,00133,12
Es Ahora Buenos Aires,1137,00134,13
Es Ahora Buenos Aires,1634,00135,13
Es Ahora Buenos Aires,2217,00136,13
Es Ahora Buenos Aires,2231,00137,13
Es Ahora Buenos Aires,3510,00138,13
Es Ahora Buenos Aires,2085,00139,13
Es Ahora Buenos Aires,1138,00140,13
Es Ahora Buenos Aires,1672,00141,13
Es Ahora Buenos Aires,1751,00142,13
Es Ahora Buenos Aires,1990,00143,13
Es Ahora Buenos Aires,838,00144,13
Es Ahora Buenos Aires,2813,00145,13
Es Ahora Buenos Aires,2287,00146,13
Es Ahora Buenos Aires,2429,00147,13
Es Ahora Buenos Aires,2275,00148,14
Es Ahora Buenos Aires,2244,00149,14
Es Ahora Buenos Aires,641,00150,14
Es Ahora Buenos Aires,2199,00151,14
Es Ahora Buenos Aires,2051,00152,14
Es Ahora Buenos Aires,3472,00153,14
Es Ahora Buenos Aires,4276,00154,14
Es Ahora Buenos Aires,4004,00155,14
Es Ahora Buenos Aires,1935,00156,14
Es Ahora Buenos Aires,3204,00157,14
Es Ahora Buenos Aires,4088,00158,15
Es Ahora Buenos Aires,2591,00159,15
Es Ahora Buenos Aires,4528,00160,15
Es Ahora Buenos Aires,4194,00161,15
Es Ahora Buenos Aires,3579,00162,15
Es Ahora Buenos Aires,2883,00163,15
Es Ahora Buenos Aires,2666,00164,15
Es Ahora Buenos Aires,3949,00165,15
Es Ahora Buenos Aires,3743,00166,15
Es Ahora Buenos Aires,2559,00167,15
EvoluciÃ³n,106,00001,1
EvoluciÃ³n,110,00002,1
EvoluciÃ³n,36,00003,1
EvoluciÃ³n,20,00004,1
EvoluciÃ³n,178,00005,1
EvoluciÃ³n,104,00006,1
EvoluciÃ³n,97,00007,1
EvoluciÃ³n,88,00008,1
EvoluciÃ³n,123,00009,1
EvoluciÃ³n,157,00010,1
EvoluciÃ³n,140,00011,1
EvoluciÃ³n,138,00012,1
EvoluciÃ³n,147,00013,1
EvoluciÃ³n,37,00014,1
EvoluciÃ³n,164,00015,1
EvoluciÃ³n,100,00016,1
EvoluciÃ³n,133,00017,1
EvoluciÃ³n,81,00018,1
EvoluciÃ³n,167,00019,1
EvoluciÃ³n,68,00020,2
EvoluciÃ³n,113,00021,2
EvoluciÃ³n,213,00022,2
EvoluciÃ³n,308,00023,2
EvoluciÃ³n,132,00024,2
EvoluciÃ³n,118,00025,2
EvoluciÃ³n,165,00026,2
EvoluciÃ³n,220,00027,2
EvoluciÃ³n,315,00028,2
EvoluciÃ³n,193,00029,2
EvoluciÃ³n,170,00030,3
EvoluciÃ³n,199,00031,3
EvoluciÃ³n,151,00032,3
EvoluciÃ³n,118,00033,3
EvoluciÃ³n,205,00034,3
EvoluciÃ³n,145,00035,3
EvoluciÃ³n,106,00036,3
EvoluciÃ³n,105,00037,3
EvoluciÃ³n,141,00038,3
EvoluciÃ³n,185,00039,3
EvoluciÃ³n,118,00040,3
EvoluciÃ³n,229,00041,3
EvoluciÃ³n,169,00042,3
EvoluciÃ³n,182,00043,4
EvoluciÃ³n,114,00044,4
EvoluciÃ³n,68,00045,4
EvoluciÃ³n,72,00046,4
EvoluciÃ³n,154,00047,4
EvoluciÃ³n,205,00048,4
EvoluciÃ³n,140,00049,4
EvoluciÃ³n,182,00050,4
EvoluciÃ³n,149,00051,4
EvoluciÃ³n,171,00052,4
EvoluciÃ³n,430,00053,4
EvoluciÃ³n,321,00054,4
EvoluciÃ³n,121,00055,4
EvoluciÃ³n,94,00056,4
EvoluciÃ³n,242,00057,4
EvoluciÃ³n,223,00058,5
EvoluciÃ³n,170,00059,5
EvoluciÃ³n,221,00060,5
EvoluciÃ³n,257,00061,5
EvoluciÃ³n,136,00062,5
EvoluciÃ³n,281,00063,5
EvoluciÃ³n,301,00064,5
EvoluciÃ³n,187,00065,5
EvoluciÃ³n,246,00066,5
EvoluciÃ³n,366,00067,5
EvoluciÃ³n,331,00068,6
EvoluciÃ³n,453,00069,6
EvoluciÃ³n,393,00070,6
EvoluciÃ³n,490,00071,6
EvoluciÃ³n,202,00072,6
EvoluciÃ³n,308,00073,6
EvoluciÃ³n,374,00074,6
EvoluciÃ³n,124,00134,13
EvoluciÃ³n,227,00135,13
EvoluciÃ³n,277,00136,13
EvoluciÃ³n,267,00137,13
EvoluciÃ³n,483,00138,13
EvoluciÃ³n,269,00139,13
EvoluciÃ³n,153,00140,13
EvoluciÃ³n,289,00141,13
EvoluciÃ³n,298,00142,13
EvoluciÃ³n,289,00143,13
EvoluciÃ³n,88,00144,13
EvoluciÃ³n,308,00145,13
EvoluciÃ³n,218,00146,13
EvoluciÃ³n,324,00147,13
EvoluciÃ³n,319,00148,14
EvoluciÃ³n,318,00149,14
EvoluciÃ³n,118,00150,14
EvoluciÃ³n,350,00151,14
EvoluciÃ³n,252,00152,14
EvoluciÃ³n,387,00153,14
EvoluciÃ³n,422,00154,14
EvoluciÃ³n,352,00155,14
EvoluciÃ³n,155,00156,14
EvoluciÃ³n,296,00157,14
EvoluciÃ³n,421,00158,15
EvoluciÃ³n,222,00159,15
EvoluciÃ³n,498,00160,15
EvoluciÃ³n,423,00161,15
EvoluciÃ³n,215,00162,15
EvoluciÃ³n,185,00163,15
EvoluciÃ³n,226,00164,15
EvoluciÃ³n,278,00165,15
EvoluciÃ³n,255,00166,15
EvoluciÃ³n,205,00167,15
Evolución,59,00031,3
Evolución,110,00075,7
Evolución,249,00076,7
Evolución,209,00077,7
Evolución,135,00078,7
Evolución,148,00079,7
Evolución,252,00080,7
Evolución,127,00081,7
Evolución,184,00082,7
Evolución,272,00083,7
Evolución,158,00084,7
Evolución,142,00085,7
Evolución,430,00086,7
Evolución,697,00087,8
Evolución,269,00088,8
Evolución,688,00089,8
Evolución,675,00090,8
Evolución,169,00091,9
Evolución,158,00092,9
Evolución,110,00093,9
Evolución,155,00094,9
Evolución,192,00095,9
Evolución,150,00096,9
Evolución,122,00097,9
Evolución,283,00098,9
Evolución,151,00099,9
Evolución,246,00100,9
Evolución,208,00101,9
Evolución,150,00102,10
Evolución,176,00103,10
Evolución,158,00104,10
Evolución,286,00105,10
Evolución,196,00106,10
Evolución,346,00107,10
Evolución,213,00108,10
Evolución,269,00109,10
Evolución,148,00110,10
Evolución,130,00111,10
Evolución,105,00112,10
Evolución,169,00113,11
Evolución,238,00114,11
Evolución,177,00115,11
Evolución,261,00116,11
Evolución,291,00117,11
Evolución,222,00118,11
Evolución,306,00119,11
Evolución,268,00120,11
Evolución,224,00121,11
Evolución,151,00122,11
Evolución,205,00123,11
Evolución,228,00124,12
Evolución,308,00125,12
Evolución,291,00126,12
Evolución,362,00127,12
Evolución,373,00128,12
Evolución,381,00129,12
Evolución,333,00130,12
Evolución,113,00131,12
Evolución,488,00132,12
Evolución,365,00133,12
Frente Patriota Federal,9,00001,1
Frente Patriota Federal,13,00002,1
Frente Patriota Federal,0,00003,1
Frente Patriota Federal,4,00004,1
Frente Patriota Federal,18,00005,1
Frente Patriota Federal,7,00006,1
Frente Patriota Federal,4,00007,1
Frente Patriota Federal,6,00008,1
Frente Patriota Federal,16,00009,1
Frente Patriota Federal,16,00010,1
Frente Patriota Federal,14,00011,1
Frente Patriota Federal,17,00012,1
Frente Patriota Federal,15,00013,1
Frente Patriota Federal,3,00014,1
Frente Patriota Federal,14,00015,1
Frente Patriota Federal,8,00016,1
Frente Patriota Federal,12,00017,1
Frente Patriota Federal,19,00018,1
Frente Patriota Federal,15,00019,1
Frente Patriota Federal,10,00020,2
Frente Patriota Federal,6,00021,2
Frente Patriota Federal,13,00022,2
Frente Patriota Federal,14,00023,2
Frente Patriota Federal,13,00024,2
Frente Patriota Federal,11,00025,2
Frente Patriota Federal,7,00026,2
Frente Patriota Federal,14,00027,2
Frente Patriota Federal,17,00028,2
Frente Patriota Federal,6,00029,2
Frente Patriota Federal,14,00030,3
Frente Patriota Federal,8,00031,3
Frente Patriota Federal,9,00032,3
Frente Patriota Federal,7,00033,3
Frente Patriota Federal,18,00034,3
Frente Patriota Federal,11,00035,3
Frente Patriota Federal,17,00036,3
Frente Patriota Federal,8,00037,3
Frente Patriota Federal,19,00038,3
Frente Patriota Federal,13,00039,3
Frente Patriota Federal,10,00040,3
Frente Patriota Federal,36,00041,3
Frente Patriota Federal,13,00042,3
Frente Patriota Federal,19,00043,4
Frente Patriota Federal,4,00044,4
Frente Patriota Federal,14,00045,4
Frente Patriota Federal,7,00046,4
Frente Patriota Federal,27,00047,4
Frente Patriota Federal,9,00048,4
Frente Patriota Federal,17,00049,4
Frente Patriota Federal,10,00050,4
Frente Patriota Federal,9,00051,4
Frente Patriota Federal,14,00052,4
Frente Patriota Federal,16,00053,4
Frente Patriota Federal,19,00054,4
Frente Patriota Federal,12,00055,4
Frente Patriota Federal,8,00056,4
Frente Patriota Federal,23,00057,4
Frente Patriota Federal,15,00058,5
Frente Patriota Federal,14,00059,5
Frente Patriota Federal,10,00060,5
Frente Patriota Federal,8,00061,5
Frente Patriota Federal,12,00062,5
Frente Patriota Federal,30,00063,5
Frente Patriota Federal,23,00064,5
Frente Patriota Federal,10,00065,5
Frente Patriota Federal,10,00066,5
Frente Patriota Federal,19,00067,5
Frente Patriota Federal,20,00068,6
Frente Patriota Federal,29,00069,6
Frente Patriota Federal,21,00070,6
Frente Patriota Federal,27,00071,6
Frente Patriota Federal,9,00072,6
Frente Patriota Federal,19,00073,6
Frente Patriota Federal,23,00074,6
Frente Patriota Federal,12,00075,7
Frente Patriota Federal,14,00076,7
Frente Patriota Federal,12,00077,7
Frente Patriota Federal,17,00078,7
Frente Patriota Federal,18,00079,7
Frente Patriota Federal,12,00080,7
Frente Patriota Federal,11,00081,7
Frente Patriota Federal,16,00082,7
Frente Patriota Federal,8,00083,7
Frente Patriota Federal,14,00084,7
Frente Patriota Federal,5,00085,7
Frente Patriota Federal,60,00086,7
Frente Patriota Federal,36,00087,8
Frente Patriota Federal,21,00088,8
Frente Patriota Federal,73,00089,8
Frente Patriota Federal,55,00090,8
Frente Patriota Federal,23,00091,9
Frente Patriota Federal,18,00092,9
Frente Patriota Federal,11,00093,9
Frente Patriota Federal,16,00094,9
Frente Patriota Federal,16,00095,9
Frente Patriota Federal,22,00096,9
Frente Patriota Federal,18,00097,9
Frente Patriota Federal,29,00098,9
Frente Patriota Federal,12,00099,9
Frente Patriota Federal,12,00100,9
Frente Patriota Federal,29,00101,9
Frente Patriota Federal,11,00102,10
Frente Patriota Federal,12,00103,10
Frente Patriota Federal,11,00104,10
Frente Patriota Federal,18,00105,10
Frente Patriota Federal,16,00106,10
Frente Patriota Federal,17,00107,10
Frente Patriota Federal,6,00108,10
Frente Patriota Federal,27,00109,10
Frente Patriota Federal,4,00110,10
Frente Patriota Federal,16,00111,10
Frente Patriota Federal,16,00112,10
Frente Patriota Federal,18,00113,11
Frente Patriota Federal,15,00114,11
Frente Patriota Federal,11,00115,11
Frente Patriota Federal,23,00116,11
Frente Patriota Federal,28,00117,11
Frente Patriota Federal,21,00118,11
Frente Patriota Federal,13,00119,11
Frente Patriota Federal,17,00120,11
Frente Patriota Federal,21,00121,11
Frente Patriota Federal,8,00122,11
Frente Patriota Federal,12,00123,11
Frente Patriota Federal,20,00124,12
Frente Patriota Federal,17,00125,12
Frente Patriota Federal,14,00126,12
Frente Patriota Federal,16,00127,12
Frente Patriota Federal,13,00128,12
Frente Patriota Federal,16,00129,12
Frente Patriota Federal,16,00130,12
Frente Patriota Federal,2,00131,12
Frente Patriota Federal,16,00132,12
Frente Patriota Federal,19,00133,12
Frente Patriota Federal,3,00134,13
Frente Patriota Federal,16,00135,13
Frente Patriota Federal,6,00136,13
Frente Patriota Federal,12,00137,13
Frente Patriota Federal,28,00138,13
Frente Patriota Federal,10,00139,13
Frente Patriota Federal,9,00140,13
Frente Patriota Federal,9,00141,13
Frente Patriota Federal,8,00142,13
Frente Patriota Federal,13,00143,13
Frente Patriota Federal,5,00144,13
Frente Patriota Federal,14,00145,13
Frente Patriota Federal,9,00146,13
Frente Patriota Federal,16,00147,13
Frente Patriota Federal,18,00148,14
Frente Patriota Federal,15,00149,14
Frente Patriota Federal,4,00150,14
Frente Patriota Federal,26,00151,14
Frente Patriota Federal,18,00152,14
Frente Patriota Federal,23,00153,14
Frente Patriota Federal,23,00154,14
Frente Patriota Federal,34,00155,14
Frente Patriota Federal,3,00156,14
Frente Patriota Federal,13,00157,14
Frente Patriota Federal,12,00158,15
Frente Patriota Federal,16,00159,15
Frente Patriota Federal,12,00160,15
Frente Patriota Federal,20,00161,15
Frente Patriota Federal,15,00162,15
Frente Patriota Federal,8,00163,15
Frente Patriota Federal,9,00164,15
Frente Patriota Federal,20,00165,15
Frente Patriota Federal,22,00166,15
Frente Patriota Federal,7,00167,15
Frente de Izquierda y de Trabajadores - Unidad,288,00001,1
Frente de Izquierda y de Trabajadores - Unidad,293,00002,1
Frente de Izquierda y de Trabajadores - Unidad,17,00003,1
Frente de Izquierda y de Trabajadores - Unidad,8,00004,1
Frente de Izquierda y de Trabajadores - Unidad,393,00005,1
Frente de Izquierda y de Trabajadores - Unidad,91,00006,1
Frente de Izquierda y de Trabajadores - Unidad,74,00007,1
Frente de Izquierda y de Trabajadores - Unidad,95,00008,1
