descripcion_candidatura,sum cant_votos,CIRCUITO,COMUNA
UniÃ³n del Centro DemocrÃ¡tico,232,00039,3
UniÃ³n del Centro DemocrÃ¡tico,170,00040,3
UniÃ³n del Centro DemocrÃ¡tico,294,00041,3
UniÃ³n del Centro DemocrÃ¡tico,263,00042,3
UniÃ³n del Centro DemocrÃ¡tico,195,00043,4
UniÃ³n del Centro DemocrÃ¡tico,140,00044,4
UniÃ³n del Centro DemocrÃ¡tico,117,00045,4
UniÃ³n del Centro DemocrÃ¡tico,119,00046,4
UniÃ³n del Centro DemocrÃ¡tico,320,00047,4
UniÃ³n del Centro DemocrÃ¡tico,222,00048,4
UniÃ³n del Centro DemocrÃ¡tico,220,00049,4
UniÃ³n del Centro DemocrÃ¡tico,248,00050,4
UniÃ³n del Centro DemocrÃ¡tico,182,00051,4
UniÃ³n del Centro DemocrÃ¡tico,191,00052,4
UniÃ³n del Centro DemocrÃ¡tico,194,00053,4
UniÃ³n del Centro DemocrÃ¡tico,210,00054,4
UniÃ³n del Centro DemocrÃ¡tico,139,00055,4
UniÃ³n del Centro DemocrÃ¡tico,172,00056,4
UniÃ³n del Centro DemocrÃ¡tico,349,00057,4
UniÃ³n del Centro DemocrÃ¡tico,205,00058,5
UniÃ³n del Centro DemocrÃ¡tico,209,00059,5
UniÃ³n del Centro DemocrÃ¡tico,230,00060,5
UniÃ³n del Centro DemocrÃ¡tico,235,00061,5
UniÃ³n del Centro DemocrÃ¡tico,194,00062,5
UniÃ³n del Centro DemocrÃ¡tico,360,00063,5
UniÃ³n del Centro DemocrÃ¡tico,312,00064,5
UniÃ³n del Centro DemocrÃ¡tico,213,00065,5
UniÃ³n del Centro DemocrÃ¡tico,222,00066,5
UniÃ³n del Centro DemocrÃ¡tico,294,00067,5
UniÃ³n del Centro DemocrÃ¡tico,278,00068,6
UniÃ³n del Centro DemocrÃ¡tico,454,00069,6
UniÃ³n del Centro DemocrÃ¡tico,458,00070,6
UniÃ³n del Centro DemocrÃ¡tico,531,00071,6
UniÃ³n del Centro DemocrÃ¡tico,198,00072,6
UniÃ³n del Centro DemocrÃ¡tico,274,00073,6
UniÃ³n del Centro DemocrÃ¡tico,398,00074,6
UniÃ³n del Centro DemocrÃ¡tico,153,00134,13
UniÃ³n del Centro DemocrÃ¡tico,242,00135,13
UniÃ³n del Centro DemocrÃ¡tico,261,00136,13
UniÃ³n del Centro DemocrÃ¡tico,226,00137,13
UniÃ³n del Centro DemocrÃ¡tico,519,00138,13
UniÃ³n del Centro DemocrÃ¡tico,363,00139,13
UniÃ³n del Centro DemocrÃ¡tico,157,00140,13
UniÃ³n del Centro DemocrÃ¡tico,248,00141,13
UniÃ³n del Centro DemocrÃ¡tico,476,00142,13
UniÃ³n del Centro DemocrÃ¡tico,329,00143,13
UniÃ³n del Centro DemocrÃ¡tico,168,00144,13
UniÃ³n del Centro DemocrÃ¡tico,237,00145,13
UniÃ³n del Centro DemocrÃ¡tico,153,00146,13
UniÃ³n del Centro DemocrÃ¡tico,399,00147,13
UniÃ³n del Centro DemocrÃ¡tico,468,00148,14
UniÃ³n del Centro DemocrÃ¡tico,484,00149,14
UniÃ³n del Centro DemocrÃ¡tico,262,00150,14
UniÃ³n del Centro DemocrÃ¡tico,432,00151,14
UniÃ³n del Centro DemocrÃ¡tico,343,00152,14
UniÃ³n del Centro DemocrÃ¡tico,366,00153,14
UniÃ³n del Centro DemocrÃ¡tico,420,00154,14
UniÃ³n del Centro DemocrÃ¡tico,390,00155,14
UniÃ³n del Centro DemocrÃ¡tico,120,00156,14
UniÃ³n del Centro DemocrÃ¡tico,232,00157,14
UniÃ³n del Centro DemocrÃ¡tico,299,00158,15
UniÃ³n del Centro DemocrÃ¡tico,181,00159,15
UniÃ³n del Centro DemocrÃ¡tico,281,00160,15
UniÃ³n del Centro DemocrÃ¡tico,302,00161,15
UniÃ³n del Centro DemocrÃ¡tico,233,00162,15
UniÃ³n del Centro DemocrÃ¡tico,176,00163,15
UniÃ³n del Centro DemocrÃ¡tico,194,00164,15
UniÃ³n del Centro DemocrÃ¡tico,296,00165,15
UniÃ³n del Centro DemocrÃ¡tico,258,00166,15
UniÃ³n del Centro DemocrÃ¡tico,199,00167,15
Unión Porteña Libertaria,17,00031,3
Unión Porteña Libertaria,30,00075,7
Unión Porteña Libertaria,58,00076,7
Unión Porteña Libertaria,64,00077,7
Unión Porteña Libertaria,55,00078,7
Unión Porteña Libertaria,49,00079,7
Unión Porteña Libertaria,43,00080,7
Unión Porteña Libertaria,27,00081,7
Unión Porteña Libertaria,49,00082,7
Unión Porteña Libertaria,63,00083,7
Unión Porteña Libertaria,50,00084,7
Unión Porteña Libertaria,26,00085,7
Unión Porteña Libertaria,255,00086,7
Unión Porteña Libertaria,248,00087,8
Unión Porteña Libertaria,72,00088,8
Unión Porteña Libertaria,316,00089,8
Unión Porteña Libertaria,273,00090,8
Unión Porteña Libertaria,117,00091,9
Unión Porteña Libertaria,65,00092,9
Unión Porteña Libertaria,50,00093,9
Unión Porteña Libertaria,52,00094,9
Unión Porteña Libertaria,67,00095,9
Unión Porteña Libertaria,76,00096,9
Unión Porteña Libertaria,61,00097,9
Unión Porteña Libertaria,88,00098,9
Unión Porteña Libertaria,49,00099,9
Unión Porteña Libertaria,66,00100,9
Unión Porteña Libertaria,66,00101,9
Unión Porteña Libertaria,42,00102,10
Unión Porteña Libertaria,54,00103,10
Unión Porteña Libertaria,33,00104,10
Unión Porteña Libertaria,69,00105,10
Unión Porteña Libertaria,34,00106,10
Unión Porteña Libertaria,70,00107,10
Unión Porteña Libertaria,39,00108,10
Unión Porteña Libertaria,81,00109,10
Unión Porteña Libertaria,35,00110,10
Unión Porteña Libertaria,46,00111,10
Unión Porteña Libertaria,46,00112,10
Unión Porteña Libertaria,47,00113,11
Unión Porteña Libertaria,58,00114,11
Unión Porteña Libertaria,42,00115,11
Unión Porteña Libertaria,69,00116,11
Unión Porteña Libertaria,72,00117,11
Unión Porteña Libertaria,51,00118,11
Unión Porteña Libertaria,63,00119,11
Unión Porteña Libertaria,51,00120,11
Unión Porteña Libertaria,50,00121,11
Unión Porteña Libertaria,43,00122,11
Unión Porteña Libertaria,43,00123,11
Unión Porteña Libertaria,59,00124,12
Unión Porteña Libertaria,89,00125,12
Unión Porteña Libertaria,78,00126,12
Unión Porteña Libertaria,83,00127,12
Unión Porteña Libertaria,75,00128,12
Unión Porteña Libertaria,94,00129,12
Unión Porteña Libertaria,64,00130,12
Unión Porteña Libertaria,24,00131,12
Unión Porteña Libertaria,89,00132,12
Unión Porteña Libertaria,79,00133,12
Unión del Centro Democrático,55,00031,3
Unión del Centro Democrático,171,00075,7
Unión del Centro Democrático,255,00076,7
Unión del Centro Democrático,240,00077,7
Unión del Centro Democrático,204,00078,7
Unión del Centro Democrático,230,00079,7
Unión del Centro Democrático,221,00080,7
Unión del Centro Democrático,118,00081,7
Unión del Centro Democrático,219,00082,7
Unión del Centro Democrático,359,00083,7
Unión del Centro Democrático,202,00084,7
Unión del Centro Democrático,154,00085,7
Unión del Centro Democrático,598,00086,7
Unión del Centro Democrático,546,00087,8
Unión del Centro Democrático,291,00088,8
Unión del Centro Democrático,834,00089,8
Unión del Centro Democrático,715,00090,8
Unión del Centro Democrático,190,00091,9
Unión del Centro Democrático,246,00092,9
Unión del Centro Democrático,131,00093,9
Unión del Centro Democrático,165,00094,9
Unión del Centro Democrático,269,00095,9
Unión del Centro Democrático,189,00096,9
Unión del Centro Democrático,142,00097,9
Unión del Centro Democrático,356,00098,9
Unión del Centro Democrático,169,00099,9
Unión del Centro Democrático,246,00100,9
Unión del Centro Democrático,270,00101,9
Unión del Centro Democrático,226,00102,10
Unión del Centro Democrático,196,00103,10
Unión del Centro Democrático,197,00104,10
Unión del Centro Democrático,314,00105,10
Unión del Centro Democrático,191,00106,10
Unión del Centro Democrático,305,00107,10
Unión del Centro Democrático,208,00108,10
Unión del Centro Democrático,304,00109,10
Unión del Centro Democrático,170,00110,10
Unión del Centro Democrático,201,00111,10
Unión del Centro Democrático,153,00112,10
Unión del Centro Democrático,209,00113,11
Unión del Centro Democrático,290,00114,11
Unión del Centro Democrático,178,00115,11
Unión del Centro Democrático,263,00116,11
Unión del Centro Democrático,291,00117,11
Unión del Centro Democrático,258,00118,11
Unión del Centro Democrático,291,00119,11
Unión del Centro Democrático,350,00120,11
Unión del Centro Democrático,316,00121,11
Unión del Centro Democrático,253,00122,11
Unión del Centro Democrático,259,00123,11
Unión del Centro Democrático,256,00124,12
Unión del Centro Democrático,293,00125,12
Unión del Centro Democrático,281,00126,12
Unión del Centro Democrático,451,00127,12
Unión del Centro Democrático,323,00128,12
Unión del Centro Democrático,457,00129,12
Unión del Centro Democrático,303,00130,12
Unión del Centro Democrático,70,00131,12
Unión del Centro Democrático,303,00132,12
Unión del Centro Democrático,370,00133,12
Volvamos Buenos Aires,517,00001,1
Volvamos Buenos Aires,398,00002,1
Volvamos Buenos Aires,133,00003,1
Volvamos Buenos Aires,83,00004,1
Volvamos Buenos Aires,913,00005,1
Volvamos Buenos Aires,472,00006,1
Volvamos Buenos Aires,335,00007,1
Volvamos Buenos Aires,272,00008,1
Volvamos Buenos Aires,410,00009,1
Volvamos Buenos Aires,477,00010,1
Volvamos Buenos Aires,477,00011,1
Volvamos Buenos Aires,454,00012,1
Volvamos Buenos Aires,579,00013,1
Volvamos Buenos Aires,203,00014,1
Volvamos Buenos Aires,293,00015,1
Volvamos Buenos Aires,356,00016,1
Volvamos Buenos Aires,471,00017,1
Volvamos Buenos Aires,289,00018,1
Volvamos Buenos Aires,462,00019,1
Volvamos Buenos Aires,304,00020,2
Volvamos Buenos Aires,450,00021,2
Volvamos Buenos Aires,771,00022,2
Volvamos Buenos Aires,961,00023,2
Volvamos Buenos Aires,544,00024,2
Volvamos Buenos Aires,548,00025,2
Volvamos Buenos Aires,575,00026,2
Volvamos Buenos Aires,504,00027,2
Volvamos Buenos Aires,855,00028,2
Volvamos Buenos Aires,563,00029,2
Volvamos Buenos Aires,450,00030,3
Volvamos Buenos Aires,568,00031,3
Volvamos Buenos Aires,503,00032,3
Volvamos Buenos Aires,345,00033,3
Volvamos Buenos Aires,614,00034,3
Volvamos Buenos Aires,495,00035,3
Volvamos Buenos Aires,382,00036,3
Volvamos Buenos Aires,402,00037,3
Volvamos Buenos Aires,590,00038,3
Volvamos Buenos Aires,591,00039,3
Volvamos Buenos Aires,532,00040,3
Volvamos Buenos Aires,838,00041,3
Volvamos Buenos Aires,768,00042,3
Volvamos Buenos Aires,645,00043,4
Volvamos Buenos Aires,494,00044,4
Volvamos Buenos Aires,384,00045,4
Volvamos Buenos Aires,322,00046,4
Volvamos Buenos Aires,913,00047,4
Volvamos Buenos Aires,656,00048,4
Volvamos Buenos Aires,562,00049,4
Volvamos Buenos Aires,685,00050,4
Volvamos Buenos Aires,550,00051,4
Volvamos Buenos Aires,549,00052,4
Volvamos Buenos Aires,705,00053,4
Volvamos Buenos Aires,741,00054,4
Volvamos Buenos Aires,553,00055,4
Volvamos Buenos Aires,510,00056,4
Volvamos Buenos Aires,1018,00057,4
Volvamos Buenos Aires,756,00058,5
Volvamos Buenos Aires,639,00059,5
Volvamos Buenos Aires,824,00060,5
Volvamos Buenos Aires,742,00061,5
Volvamos Buenos Aires,528,00062,5
Volvamos Buenos Aires,1021,00063,5
Volvamos Buenos Aires,1131,00064,5
Volvamos Buenos Aires,527,00065,5
Volvamos Buenos Aires,696,00066,5
Volvamos Buenos Aires,1134,00067,5
Volvamos Buenos Aires,1044,00068,6
Volvamos Buenos Aires,1517,00069,6
Volvamos Buenos Aires,1298,00070,6
Volvamos Buenos Aires,1636,00071,6
Volvamos Buenos Aires,706,00072,6
Volvamos Buenos Aires,1031,00073,6
Volvamos Buenos Aires,1399,00074,6
Volvamos Buenos Aires,607,00075,7
Volvamos Buenos Aires,1046,00076,7
Volvamos Buenos Aires,718,00077,7
Volvamos Buenos Aires,580,00078,7
Volvamos Buenos Aires,564,00079,7
Volvamos Buenos Aires,757,00080,7
Volvamos Buenos Aires,446,00081,7
Volvamos Buenos Aires,653,00082,7
Volvamos Buenos Aires,1075,00083,7
Volvamos Buenos Aires,614,00084,7
Volvamos Buenos Aires,449,00085,7
Volvamos Buenos Aires,1433,00086,7
Volvamos Buenos Aires,1688,00087,8
Volvamos Buenos Aires,1039,00088,8
Volvamos Buenos Aires,2934,00089,8
Volvamos Buenos Aires,2474,00090,8
Volvamos Buenos Aires,566,00091,9
Volvamos Buenos Aires,719,00092,9
Volvamos Buenos Aires,454,00093,9
Volvamos Buenos Aires,537,00094,9
Volvamos Buenos Aires,897,00095,9
Volvamos Buenos Aires,640,00096,9
Volvamos Buenos Aires,635,00097,9
Volvamos Buenos Aires,1208,00098,9
Volvamos Buenos Aires,589,00099,9
Volvamos Buenos Aires,891,00100,9
Volvamos Buenos Aires,928,00101,9
Volvamos Buenos Aires,833,00102,10
Volvamos Buenos Aires,755,00103,10
Volvamos Buenos Aires,720,00104,10
Volvamos Buenos Aires,1077,00105,10
Volvamos Buenos Aires,607,00106,10
Volvamos Buenos Aires,1125,00107,10
Volvamos Buenos Aires,631,00108,10
Volvamos Buenos Aires,964,00109,10
Volvamos Buenos Aires,534,00110,10
Volvamos Buenos Aires,608,00111,10
Volvamos Buenos Aires,415,00112,10
Volvamos Buenos Aires,754,00113,11
Volvamos Buenos Aires,1063,00114,11
Volvamos Buenos Aires,683,00115,11
Volvamos Buenos Aires,983,00116,11
Volvamos Buenos Aires,1151,00117,11
Volvamos Buenos Aires,891,00118,11
Volvamos Buenos Aires,1092,00119,11
Volvamos Buenos Aires,1203,00120,11
Volvamos Buenos Aires,872,00121,11
Volvamos Buenos Aires,697,00122,11
Volvamos Buenos Aires,827,00123,11
Volvamos Buenos Aires,957,00124,12
Volvamos Buenos Aires,1301,00125,12
Volvamos Buenos Aires,1065,00126,12
Volvamos Buenos Aires,1556,00127,12
Volvamos Buenos Aires,1325,00128,12
Volvamos Buenos Aires,1676,00129,12
Volvamos Buenos Aires,1026,00130,12
Volvamos Buenos Aires,354,00131,12
Volvamos Buenos Aires,1109,00132,12
Volvamos Buenos Aires,1095,00133,12
Volvamos Buenos Aires,383,00134,13
Volvamos Buenos Aires,624,00135,13
Volvamos Buenos Aires,778,00136,13
Volvamos Buenos Aires,804,00137,13
Volvamos Buenos Aires,1557,00138,13
Volvamos Buenos Aires,1005,00139,13
Volvamos Buenos Aires,494,00140,13
Volvamos Buenos Aires,629,00141,13
Volvamos Buenos Aires,1066,00142,13
Volvamos Buenos Aires,960,00143,13
Volvamos Buenos Aires,430,00144,13
Volvamos Buenos Aires,833,00145,13
Volvamos Buenos Aires,667,00146,13
Volvamos Buenos Aires,1100,00147,13
Volvamos Buenos Aires,1025,00148,14
Volvamos Buenos Aires,1151,00149,14
Volvamos Buenos Aires,462,00150,14
Volvamos Buenos Aires,1145,00151,14
Volvamos Buenos Aires,959,00152,14
Volvamos Buenos Aires,1244,00153,14
Volvamos Buenos Aires,1355,00154,14
Volvamos Buenos Aires,1284,00155,14
Volvamos Buenos Aires,535,00156,14
Volvamos Buenos Aires,876,00157,14
Volvamos Buenos Aires,1024,00158,15
Volvamos Buenos Aires,699,00159,15
Volvamos Buenos Aires,1220,00160,15
Volvamos Buenos Aires,1052,00161,15
Volvamos Buenos Aires,849,00162,15
Volvamos Buenos Aires,659,00163,15
Volvamos Buenos Aires,736,00164,15
Volvamos Buenos Aires,1104,00165,15
Volvamos Buenos Aires,891,00166,15
Volvamos Buenos Aires,741,00167,15
Voto en BLANCO,118,00001,1
Voto en BLANCO,104,00002,1
Voto en BLANCO,22,00003,1
Voto en BLANCO,8,00004,1
Voto en BLANCO,229,00005,1
Voto en BLANCO,91,00006,1
Voto en BLANCO,59,00007,1
Voto en BLANCO,85,00008,1
Voto en BLANCO,116,00009,1
Voto en BLANCO,118,00010,1
Voto en BLANCO,131,00011,1
Voto en BLANCO,121,00012,1
Voto en BLANCO,144,00013,1
Voto en BLANCO,61,00014,1
Voto en BLANCO,78,00015,1
Voto en BLANCO,91,00016,1
Voto en BLANCO,116,00017,1
Voto en BLANCO,57,00018,1
Voto en BLANCO,130,00019,1
Voto en BLANCO,62,00020,2
Voto en BLANCO,100,00021,2
Voto en BLANCO,145,00022,2
Voto en BLANCO,191,00023,2
Voto en BLANCO,113,00024,2
Voto en BLANCO,106,00025,2
Voto en BLANCO,135,00026,2
Voto en BLANCO,140,00027,2
Voto en BLANCO,198,00028,2
Voto en BLANCO,111,00029,2
Voto en BLANCO,140,00030,3
Voto en BLANCO,149,00031,3
Voto en BLANCO,126,00032,3
Voto en BLANCO,132,00033,3
Voto en BLANCO,166,00034,3
Voto en BLANCO,116,00035,3
Voto en BLANCO,99,00036,3
Voto en BLANCO,98,00037,3
Voto en BLANCO,148,00038,3
Voto en BLANCO,150,00039,3
Voto en BLANCO,101,00040,3
Voto en BLANCO,222,00041,3
Voto en BLANCO,229,00042,3
Voto en BLANCO,164,00043,4
Voto en BLANCO,109,00044,4
Voto en BLANCO,74,00045,4
Voto en BLANCO,96,00046,4
Voto en BLANCO,241,00047,4
Voto en BLANCO,134,00048,4
Voto en BLANCO,159,00049,4
Voto en BLANCO,163,00050,4
Voto en BLANCO,116,00051,4
Voto en BLANCO,151,00052,4
Voto en BLANCO,149,00053,4
Voto en BLANCO,180,00054,4
Voto en BLANCO,150,00055,4
Voto en BLANCO,135,00056,4
Voto en BLANCO,247,00057,4
Voto en BLANCO,180,00058,5
Voto en BLANCO,164,00059,5
Voto en BLANCO,229,00060,5
Voto en BLANCO,153,00061,5
Voto en BLANCO,111,00062,5
Voto en BLANCO,268,00063,5
Voto en BLANCO,236,00064,5
Voto en BLANCO,146,00065,5
Voto en BLANCO,145,00066,5
Voto en BLANCO,238,00067,5
Voto en BLANCO,257,00068,6
Voto en BLANCO,375,00069,6
Voto en BLANCO,325,00070,6
Voto en BLANCO,364,00071,6
Voto en BLANCO,191,00072,6
Voto en BLANCO,221,00073,6
Voto en BLANCO,307,00074,6
Voto en BLANCO,140,00075,7
Voto en BLANCO,202,00076,7
Voto en BLANCO,186,00077,7
Voto en BLANCO,145,00078,7
Voto en BLANCO,161,00079,7
Voto en BLANCO,144,00080,7
Voto en BLANCO,93,00081,7
Voto en BLANCO,167,00082,7
Voto en BLANCO,262,00083,7
Voto en BLANCO,147,00084,7
Voto en BLANCO,96,00085,7
Voto en BLANCO,484,00086,7
Voto en BLANCO,479,00087,8
Voto en BLANCO,248,00088,8
Voto en BLANCO,644,00089,8
Voto en BLANCO,593,00090,8
Voto en BLANCO,160,00091,9
Voto en BLANCO,211,00092,9
Voto en BLANCO,131,00093,9
Voto en BLANCO,130,00094,9
Voto en BLANCO,218,00095,9
Voto en BLANCO,169,00096,9
Voto en BLANCO,117,00097,9
Voto en BLANCO,282,00098,9
Voto en BLANCO,149,00099,9
Voto en BLANCO,222,00100,9
Voto en BLANCO,204,00101,9
Voto en BLANCO,187,00102,10
Voto en BLANCO,184,00103,10
Voto en BLANCO,190,00104,10
Voto en BLANCO,277,00105,10
Voto en BLANCO,174,00106,10
Voto en BLANCO,223,00107,10
Voto en BLANCO,162,00108,10
Voto en BLANCO,252,00109,10
Voto en BLANCO,150,00110,10
Voto en BLANCO,181,00111,10
Voto en BLANCO,102,00112,10
Voto en BLANCO,167,00113,11
Voto en BLANCO,238,00114,11
Voto en BLANCO,165,00115,11
Voto en BLANCO,246,00116,11
Voto en BLANCO,266,00117,11
Voto en BLANCO,183,00118,11
Voto en BLANCO,266,00119,11
Voto en BLANCO,277,00120,11
Voto en BLANCO,233,00121,11
Voto en BLANCO,160,00122,11
Voto en BLANCO,208,00123,11
Voto en BLANCO,203,00124,12
Voto en BLANCO,290,00125,12
Voto en BLANCO,223,00126,12
Voto en BLANCO,336,00127,12
Voto en BLANCO,264,00128,12
Voto en BLANCO,339,00129,12
Voto en BLANCO,273,00130,12
Voto en BLANCO,72,00131,12
Voto en BLANCO,262,00132,12
Voto en BLANCO,262,00133,12
Voto en BLANCO,102,00134,13
Voto en BLANCO,126,00135,13
Voto en BLANCO,215,00136,13
Voto en BLANCO,167,00137,13
Voto en BLANCO,337,00138,13
Voto en BLANCO,217,00139,13
Voto en BLANCO,95,00140,13
Voto en BLANCO,146,00141,13
Voto en BLANCO,226,00142,13
Voto en BLANCO,200,00143,13
Voto en BLANCO,75,00144,13
Voto en BLANCO,207,00145,13
Voto en BLANCO,131,00146,13
Voto en BLANCO,231,00147,13
Voto en BLANCO,203,00148,14
Voto en BLANCO,208,00149,14
Voto en BLANCO,62,00150,14
Voto en BLANCO,214,00151,14
Voto en BLANCO,181,00152,14
Voto en BLANCO,257,00153,14
Voto en BLANCO,322,00154,14
Voto en BLANCO,250,00155,14
Voto en BLANCO,121,00156,14
Voto en BLANCO,192,00157,14
Voto en BLANCO,273,00158,15
Voto en BLANCO,154,00159,15
Voto en BLANCO,285,00160,15
Voto en BLANCO,276,00161,15
Voto en BLANCO,230,00162,15
Voto en BLANCO,166,00163,15
Voto en BLANCO,185,00164,15
Voto en BLANCO,228,00165,15
Voto en BLANCO,249,00166,15
Voto en BLANCO,170,00167,15
Votos DE IDENTIDAD IMPUGNADA,2,00001,1
Votos DE IDENTIDAD IMPUGNADA,0,00002,1
Votos DE IDENTIDAD IMPUGNADA,0,00003,1
Votos DE IDENTIDAD IMPUGNADA,0,00004,1
Votos DE IDENTIDAD IMPUGNADA,2,00005,1
Votos DE IDENTIDAD IMPUGNADA,1,00006,1
Votos DE IDENTIDAD IMPUGNADA,0,00007,1
Votos DE IDENTIDAD IMPUGNADA,6,00008,1
Votos DE IDENTIDAD IMPUGNADA,0,00009,1
Votos DE IDENTIDAD IMPUGNADA,1,00010,1
Votos DE IDENTIDAD IMPUGNADA,0,00011,1
Votos DE IDENTIDAD IMPUGNADA,1,00012,1
Votos DE IDENTIDAD IMPUGNADA,1,00013,1
Votos DE IDENTIDAD IMPUGNADA,0,00014,1
Votos DE IDENTIDAD IMPUGNADA,0,00015,1
Votos DE IDENTIDAD IMPUGNADA,0,00016,1
Votos DE IDENTIDAD IMPUGNADA,0,00017,1
Votos DE IDENTIDAD IMPUGNADA,0,00018,1
Votos DE IDENTIDAD IMPUGNADA,0,00019,1
Votos DE IDENTIDAD IMPUGNADA,0,00020,2
Votos DE IDENTIDAD IMPUGNADA,0,00021,2
Votos DE IDENTIDAD IMPUGNADA,0,00022,2
Votos DE IDENTIDAD IMPUGNADA,2,00023,2
Votos DE IDENTIDAD IMPUGNADA,0,00024,2
Votos DE IDENTIDAD IMPUGNADA,0,00025,2
Votos DE IDENTIDAD IMPUGNADA,1,00026,2
Votos DE IDENTIDAD IMPUGNADA,0,00027,2
Votos DE IDENTIDAD IMPUGNADA,0,00028,2
Votos DE IDENTIDAD IMPUGNADA,2,00029,2
Votos DE IDENTIDAD IMPUGNADA,0,00030,3
Votos DE IDENTIDAD IMPUGNADA,1,00031,3
Votos DE IDENTIDAD IMPUGNADA,0,00032,3
Votos DE IDENTIDAD IMPUGNADA,1,00033,3
Votos DE IDENTIDAD IMPUGNADA,2,00034,3
Votos DE IDENTIDAD IMPUGNADA,0,00035,3
Votos DE IDENTIDAD IMPUGNADA,0,00036,3
Votos DE IDENTIDAD IMPUGNADA,1,00037,3
Votos DE IDENTIDAD IMPUGNADA,2,00038,3
Votos DE IDENTIDAD IMPUGNADA,0,00039,3
Votos DE IDENTIDAD IMPUGNADA,0,00040,3
Votos DE IDENTIDAD IMPUGNADA,2,00041,3
Votos DE IDENTIDAD IMPUGNADA,0,00042,3
Votos DE IDENTIDAD IMPUGNADA,0,00043,4
Votos DE IDENTIDAD IMPUGNADA,0,00044,4
Votos DE IDENTIDAD IMPUGNADA,0,00045,4
Votos DE IDENTIDAD IMPUGNADA,0,00046,4
Votos DE IDENTIDAD IMPUGNADA,2,00047,4
Votos DE IDENTIDAD IMPUGNADA,0,00048,4
Votos DE IDENTIDAD IMPUGNADA,0,00049,4
Votos DE IDENTIDAD IMPUGNADA,0,00050,4
Votos DE IDENTIDAD IMPUGNADA,0,00051,4
Votos DE IDENTIDAD IMPUGNADA,0,00052,4
Votos DE IDENTIDAD IMPUGNADA,0,00053,4
Votos DE IDENTIDAD IMPUGNADA,1,00054,4
Votos DE IDENTIDAD IMPUGNADA,0,00055,4
Votos DE IDENTIDAD IMPUGNADA,0,00056,4
Votos DE IDENTIDAD IMPUGNADA,1,00057,4
Votos DE IDENTIDAD IMPUGNADA,0,00058,5
Votos DE IDENTIDAD IMPUGNADA,0,00059,5
Votos DE IDENTIDAD IMPUGNADA,0,00060,5
Votos DE IDENTIDAD IMPUGNADA,0,00061,5
Votos DE IDENTIDAD IMPUGNADA,1,00062,5
Votos DE IDENTIDAD IMPUGNADA,0,00063,5
Votos DE IDENTIDAD IMPUGNADA,1,00064,5
Votos DE IDENTIDAD IMPUGNADA,0,00065,5
Votos DE IDENTIDAD IMPUGNADA,2,00066,5
Votos DE IDENTIDAD IMPUGNADA,0,00067,5
Votos DE IDENTIDAD IMPUGNADA,0,00068,6
Votos DE IDENTIDAD IMPUGNADA,0,00069,6
Votos DE IDENTIDAD IMPUGNADA,0,00070,6
Votos DE IDENTIDAD IMPUGNADA,1,00071,6
Votos DE IDENTIDAD IMPUGNADA,0,00072,6
Votos DE IDENTIDAD IMPUGNADA,2,00073,6
Votos DE IDENTIDAD IMPUGNADA,3,00074,6
Votos DE IDENTIDAD IMPUGNADA,0,00075,7
Votos DE IDENTIDAD IMPUGNADA,1,00076,7
Votos DE IDENTIDAD IMPUGNADA,1,00077,7
Votos DE IDENTIDAD IMPUGNADA,0,00078,7
Votos DE IDENTIDAD IMPUGNADA,0,00079,7
Votos DE IDENTIDAD IMPUGNADA,0,00080,7
Votos DE IDENTIDAD IMPUGNADA,0,00081,7
Votos DE IDENTIDAD IMPUGNADA,0,00082,7
Votos DE IDENTIDAD IMPUGNADA,1,00083,7
Votos DE IDENTIDAD IMPUGNADA,0,00084,7
Votos DE IDENTIDAD IMPUGNADA,1,00085,7
Votos DE IDENTIDAD IMPUGNADA,4,00086,7
Votos DE IDENTIDAD IMPUGNADA,3,00087,8
Votos DE IDENTIDAD IMPUGNADA,2,00088,8
Votos DE IDENTIDAD IMPUGNADA,6,00089,8
Votos DE IDENTIDAD IMPUGNADA,5,00090,8
Votos DE IDENTIDAD IMPUGNADA,0,00091,9
Votos DE IDENTIDAD IMPUGNADA,5,00092,9
Votos DE IDENTIDAD IMPUGNADA,0,00093,9
Votos DE IDENTIDAD IMPUGNADA,1,00094,9
Votos DE IDENTIDAD IMPUGNADA,0,00095,9
Votos DE IDENTIDAD IMPUGNADA,0,00096,9
Votos DE IDENTIDAD IMPUGNADA,0,00097,9
Votos DE IDENTIDAD IMPUGNADA,2,00098,9
Votos DE IDENTIDAD IMPUGNADA,1,00099,9
Votos DE IDENTIDAD IMPUGNADA,2,00100,9
Votos DE IDENTIDAD IMPUGNADA,2,00101,9
Votos DE IDENTIDAD IMPUGNADA,0,00102,10
Votos DE IDENTIDAD IMPUGNADA,0,00103,10
Votos DE IDENTIDAD IMPUGNADA,6,00104,10
Votos DE IDENTIDAD IMPUGNADA,0,00105,10
Votos DE IDENTIDAD IMPUGNADA,1,00106,10
Votos DE IDENTIDAD IMPUGNADA,1,00107,10
Votos DE IDENTIDAD IMPUGNADA,3,00108,10
Votos DE IDENTIDAD IMPUGNADA,0,00109,10
Votos DE IDENTIDAD IMPUGNADA,1,00110,10
Votos DE IDENTIDAD IMPUGNADA,0,00111,10
Votos DE IDENTIDAD IMPUGNADA,0,00112,10
Votos DE IDENTIDAD IMPUGNADA,3,00113,11
